METRIC_CATEGORY,METRIC_SUBTYPE,METRIC,CODE_NAME,SCORE_MEAN,SCORE_SE,SCORE_MIN,SCORE_MAX,UNIT,LABEL
Climate Change Resilience,climate change resilience,Drought,ORCHARD_CITRUS&SUBTROPICAL,2.625,0.2630521404045756,1,10,ranking,Orchard - Citrus & Subtropical
Climate Change Resilience,climate change resilience,Drought,VINEYARD,4.888888888888889,0.30932024237944566,1,10,ranking,Vineyard
Climate Change Resilience,climate change resilience,Drought,GRAIN&HAY_WHEAT,8.1,0.22110831935702663,1,10,ranking,Wheat
Climate Change Resilience,climate change resilience,Drought,GRAIN&HAY_OTHER,8.1,0.22110831935702663,1,10,ranking,Other Grains
Climate Change Resilience,climate change resilience,Drought,FIELD_CORN,5.7,0.2333333333333333,1,10,ranking,Corn
Climate Change Resilience,climate change resilience,Drought,FIELD_OTHER,4.888888888888889,0.30932024237944566,1,10,ranking,Other Field Crops
Climate Change Resilience,climate change resilience,Drought,ROW,4.888888888888889,0.30932024237944566,1,10,ranking,Row Crops
Climate Change Resilience,climate change resilience,Drought,RICE,2.2,0.15275252316519466,1,5,ranking,Rice
Climate Change Resilience,climate change resilience,Drought,IDLE,10,NA,10,10,ranking,Idle
Climate Change Resilience,climate change resilience,Drought,PASTURE_ALFALFA,3.8,0.15275252316519466,1,5,ranking,Alfalfa
Climate Change Resilience,climate change resilience,Drought,PASTURE_OTHER,6,0.20719385350268704,1,10,ranking,Other Pasture
Climate Change Resilience,climate change resilience,Drought,GRASSLAND,7.583333333333333,0.19462473604038075,1,10,ranking,Grassland
Climate Change Resilience,climate change resilience,Drought,URBAN,5,NA,5,5,ranking,Urban
Climate Change Resilience,climate change resilience,Drought,RIPARIAN,5.083333333333333,0.12309149097933274,1,10,ranking,Riparian
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_FOREST_POFR,6,NA,6,6,ranking,Riparian - Cottonwood
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_FOREST_QULO,6,NA,6,6,ranking,Riparian - Valley Oak
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_FOREST_SALIX,4,2,2,6,ranking,Riparian - Willow
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_FOREST_MIXED,5.6,1.32664991614216,2,10,ranking,Riparian - Mixed Forest
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_SCRUB_INTRO,8,1.7320508075688772,4,10,ranking,Riparian - Introduced Scrub
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_SCRUB_SALIX,4,1.1547005383792517,2,6,ranking,Riparian - Willow Shrub
Climate Change Resilience,climate change resilience,Drought,RIPARIAN_SCRUB_MIXED,6,0,6,6,ranking,Riparian - Mixed Shrub
Climate Change Resilience,climate change resilience,Drought,WETLAND_MANAGED,2.3333333333333335,0.1421338109037403,1,5,ranking,Managed Wetland
Climate Change Resilience,climate change resilience,Drought,WETLAND_MANAGED_PERENNIAL,2.3333333333333335,0.1421338109037403,1,5,ranking,Managed Wetland - Perennial
Climate Change Resilience,climate change resilience,Drought,WETLAND_MANAGED_SEASONAL,2.3333333333333335,0.1421338109037403,1,5,ranking,Managed Wetland - Seasonal
Climate Change Resilience,climate change resilience,Drought,WETLAND_TIDAL,5,NA,5,5,ranking,Tidal Wetland
Climate Change Resilience,climate change resilience,Drought,WETLAND_OTHER,2.3333333333333335,0.1421338109037403,1,5,ranking,Other Wetland
Climate Change Resilience,climate change resilience,Drought,WOODLAND,5,NA,NA,NA,ranking,Woodland
Climate Change Resilience,climate change resilience,Drought,SCRUB,5,NA,NA,NA,ranking,Scrub
Climate Change Resilience,climate change resilience,Drought,BARREN,10,NA,10,10,ranking,Barren
Climate Change Resilience,climate change resilience,Flood,ORCHARD_DECIDUOUS,5.111111111111111,0.16666666666666666,1,10,ranking,Orchard - Deciduous Fruits & Nuts
Climate Change Resilience,climate change resilience,Flood,ORCHARD_CITRUS&SUBTROPICAL,3,0.1889822365046136,1,5,ranking,Orchard - Citrus & Subtropical
Climate Change Resilience,climate change resilience,Flood,VINEYARD,5.875,0.29504842217604116,1,10,ranking,Vineyard
Climate Change Resilience,climate change resilience,Flood,GRAIN&HAY_WHEAT,4.125,0.25,1,10,ranking,Wheat
Climate Change Resilience,climate change resilience,Flood,GRAIN&HAY_OTHER,4.125,0.25,1,10,ranking,Other Grains
Climate Change Resilience,climate change resilience,Flood,FIELD_CORN,4.75,0.29504842217604116,1,10,ranking,Corn
Climate Change Resilience,climate change resilience,Flood,FIELD_OTHER,3.7777777777777777,0.23570226039551587,1,10,ranking,Other Field Crops
Climate Change Resilience,climate change resilience,Flood,ROW,3.7777777777777777,0.23570226039551587,1,10,ranking,Row Crops
Climate Change Resilience,climate change resilience,Flood,RICE,10,0,10,10,ranking,Rice
Climate Change Resilience,climate change resilience,Flood,IDLE,10,NA,10,10,ranking,Idle
Climate Change Resilience,climate change resilience,Flood,PASTURE_ALFALFA,6.875,0.18298126367784995,5,10,ranking,Alfalfa
Climate Change Resilience,climate change resilience,Flood,PASTURE_OTHER,7.1,0.22110831935702663,1,10,ranking,Other Pasture
Climate Change Resilience,climate change resilience,Flood,GRASSLAND,9.090909090909092,0.12196734422726126,5,10,ranking,Grassland
Climate Change Resilience,climate change resilience,Flood,URBAN,1,NA,1,1,ranking,Urban
Climate Change Resilience,climate change resilience,Flood,RIPARIAN,9.090909090909092,0.12196734422726126,5,10,ranking,Riparian
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_FOREST_POFR,6,NA,6,6,ranking,Riparian - Cottonwood
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_FOREST_QULO,2,NA,2,2,ranking,Riparian - Valley Oak
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_FOREST_SALIX,10,0,10,10,ranking,Riparian - Willow
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_FOREST_MIXED,4.4,0.7483314773547882,2,6,ranking,Riparian - Mixed Forest
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_SCRUB_INTRO,8.666666666666666,1.1547005383792517,6,10,ranking,Riparian - Introduced Scrub
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_SCRUB_SALIX,8.666666666666666,1.3333333333333333,6,10,ranking,Riparian - Willow Shrub
Climate Change Resilience,climate change resilience,Flood,RIPARIAN_SCRUB_MIXED,7,2.449489742783178,4,10,ranking,Riparian - Mixed Shrub
Climate Change Resilience,climate change resilience,Flood,WETLAND_MANAGED,10,0,10,10,ranking,Managed Wetland
Climate Change Resilience,climate change resilience,Flood,WETLAND_MANAGED_PERENNIAL,10,0,10,10,ranking,Managed Wetland - Perennial
Climate Change Resilience,climate change resilience,Flood,WETLAND_MANAGED_SEASONAL,10,0,10,10,ranking,Managed Wetland - Seasonal
Climate Change Resilience,climate change resilience,Flood,WETLAND_TIDAL,10,NA,10,10,ranking,Tidal Wetland
Climate Change Resilience,climate change resilience,Flood,WETLAND_OTHER,10,0,10,10,ranking,Other Wetland
Climate Change Resilience,climate change resilience,Flood,WOODLAND,1,NA,NA,NA,ranking,Woodland
Climate Change Resilience,climate change resilience,Flood,SCRUB,1,NA,NA,NA,ranking,Scrub
Climate Change Resilience,climate change resilience,Flood,BARREN,10,NA,10,10,ranking,Barren
Climate Change Resilience,climate change resilience,Heat,ORCHARD_DECIDUOUS,3.125,0.26726124191242434,1,10,ranking,Orchard - Deciduous Fruits & Nuts
Climate Change Resilience,climate change resilience,Heat,ORCHARD_CITRUS&SUBTROPICAL,2.142857142857143,0.18442777839082936,1,5,ranking,Orchard - Citrus & Subtropical
Climate Change Resilience,climate change resilience,Heat,VINEYARD,4.142857142857143,0.3595159254890833,1,10,ranking,Vineyard
Climate Change Resilience,climate change resilience,Heat,GRAIN&HAY_WHEAT,8.25,0.2630521404045756,1,10,ranking,Wheat
Climate Change Resilience,climate change resilience,Heat,GRAIN&HAY_OTHER,8.25,0.2630521404045756,1,10,ranking,Other Grains
Climate Change Resilience,climate change resilience,Heat,FIELD_CORN,7.285714285714286,0.2973808570665904,1,10,ranking,Corn
Climate Change Resilience,climate change resilience,Heat,FIELD_OTHER,4.625,0.2265817417937414,1,10,ranking,Other Field Crops
Climate Change Resilience,climate change resilience,Heat,ROW,4.625,0.2265817417937414,1,10,ranking,Row Crops
Climate Change Resilience,climate change resilience,Heat,RICE,6.375,0.25,1,10,ranking,Rice
Climate Change Resilience,climate change resilience,Heat,IDLE,10,NA,10,10,ranking,Idle
Climate Change Resilience,climate change resilience,Heat,PASTURE_ALFALFA,7.857142857142857,0.20203050891044216,5,10,ranking,Alfalfa
Climate Change Resilience,climate change resilience,Heat,PASTURE_OTHER,8.6,0.21343747458109497,1,10,ranking,Other Pasture
Climate Change Resilience,climate change resilience,Heat,GRASSLAND,9.1,0.2,1,10,ranking,Grassland
Climate Change Resilience,climate change resilience,Heat,URBAN,5,NA,5,5,ranking,Urban
Climate Change Resilience,climate change resilience,Heat,RIPARIAN,8.1,0.22110831935702663,1,10,ranking,Riparian
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_FOREST_POFR,8.1,0.22110831935702663,1,10,ranking,Riparian - Cottonwood
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_FOREST_QULO,8.1,0.22110831935702663,1,10,ranking,Riparian - Valley Oak
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_FOREST_SALIX,8.1,0.22110831935702663,1,10,ranking,Riparian - Willow
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_FOREST_MIXED,8.1,0.22110831935702663,1,10,ranking,Riparian - Mixed Forest
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_SCRUB_INTRO,8.1,0.22110831935702663,1,10,ranking,Riparian - Introduced Scrub
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_SCRUB_SALIX,8.1,0.22110831935702663,1,10,ranking,Riparian - Willow Shrub
Climate Change Resilience,climate change resilience,Heat,RIPARIAN_SCRUB_MIXED,8.1,0.22110831935702663,1,10,ranking,Riparian - Mixed Shrub
Climate Change Resilience,climate change resilience,Heat,WETLAND_MANAGED,7.6,0.22360679774997896,1,10,ranking,Managed Wetland
Climate Change Resilience,climate change resilience,Heat,WETLAND_MANAGED_PERENNIAL,7.6,0.22360679774997896,1,10,ranking,Managed Wetland - Perennial
Climate Change Resilience,climate change resilience,Heat,WETLAND_MANAGED_SEASONAL,7.6,0.22360679774997896,1,10,ranking,Managed Wetland - Seasonal
Climate Change Resilience,climate change resilience,Heat,WETLAND_TIDAL,5,NA,5,5,ranking,Tidal Wetland
Climate Change Resilience,climate change resilience,Heat,WETLAND_OTHER,7.6,0.22360679774997896,1,10,ranking,Other Wetland
Climate Change Resilience,climate change resilience,Heat,WOODLAND,5,NA,NA,NA,ranking,Woodland
Climate Change Resilience,climate change resilience,Heat,SCRUB,5,NA,NA,NA,ranking,Scrub
Climate Change Resilience,climate change resilience,Heat,BARREN,10,NA,10,10,ranking,Barren
Climate Change Resilience,climate change resilience,Salinity,ORCHARD_DECIDUOUS,1,NA,NA,NA,ranking,Orchard - Deciduous Fruits & Nuts
Climate Change Resilience,climate change resilience,Salinity,ORCHARD_CITRUS&SUBTROPICAL,8,NA,NA,NA,ranking,Orchard - Citrus & Subtropical
Climate Change Resilience,climate change resilience,Salinity,VINEYARD,1,NA,NA,NA,ranking,Vineyard
Climate Change Resilience,climate change resilience,Salinity,GRAIN&HAY_WHEAT,8,NA,NA,NA,ranking,Wheat
Climate Change Resilience,climate change resilience,Salinity,GRAIN&HAY_OTHER,8,NA,NA,NA,ranking,Other Grains
Climate Change Resilience,climate change resilience,Salinity,FIELD_CORN,3,NA,NA,NA,ranking,Corn
Climate Change Resilience,climate change resilience,Salinity,FIELD_OTHER,8,NA,NA,NA,ranking,Other Field Crops
Climate Change Resilience,climate change resilience,Salinity,ROW,3,NA,NA,NA,ranking,Row Crops
Climate Change Resilience,climate change resilience,Salinity,RICE,8,NA,NA,NA,ranking,Rice
Climate Change Resilience,climate change resilience,Salinity,IDLE,10,NA,10,10,ranking,Idle
Climate Change Resilience,climate change resilience,Salinity,PASTURE_ALFALFA,3,NA,NA,NA,ranking,Alfalfa
Climate Change Resilience,climate change resilience,Salinity,PASTURE_OTHER,3,NA,NA,NA,ranking,Other Pasture
Climate Change Resilience,climate change resilience,Salinity,GRASSLAND,3,NA,NA,NA,ranking,Grassland
Climate Change Resilience,climate change resilience,Salinity,URBAN,10,NA,10,10,ranking,Urban
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN,4,NA,NA,NA,ranking,Riparian
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_FOREST_POFR,4,NA,4,4,ranking,Riparian - Cottonwood
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_FOREST_QULO,2,NA,2,2,ranking,Riparian - Valley Oak
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_FOREST_SALIX,5,2.9999999999999996,2,8,ranking,Riparian - Willow
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_FOREST_MIXED,2.8,0.7999999999999999,2,6,ranking,Riparian - Mixed Forest
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_SCRUB_INTRO,7.333333333333333,2.309401076758503,2,10,ranking,Riparian - Introduced Scrub
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_SCRUB_SALIX,2.6666666666666665,0.6666666666666666,2,4,ranking,Riparian - Willow Shrub
Climate Change Resilience,climate change resilience,Salinity,RIPARIAN_SCRUB_MIXED,4,NA,4,4,ranking,Riparian - Mixed Shrub
Climate Change Resilience,climate change resilience,Salinity,WETLAND_MANAGED,9,NA,NA,NA,ranking,Managed Wetland
Climate Change Resilience,climate change resilience,Salinity,WETLAND_MANAGED_PERENNIAL,9,NA,NA,NA,ranking,Managed Wetland - Perennial
Climate Change Resilience,climate change resilience,Salinity,WETLAND_MANAGED_SEASONAL,9,NA,NA,NA,ranking,Managed Wetland - Seasonal
Climate Change Resilience,climate change resilience,Salinity,WETLAND_TIDAL,10,NA,10,10,ranking,Tidal Wetland
Climate Change Resilience,climate change resilience,Salinity,WETLAND_OTHER,9,NA,NA,NA,ranking,Other Wetland
Climate Change Resilience,climate change resilience,Salinity,WOODLAND,1,NA,NA,NA,ranking,Woodland
Climate Change Resilience,climate change resilience,Salinity,SCRUB,1,NA,NA,NA,ranking,Scrub
Climate Change Resilience,climate change resilience,Salinity,BARREN,10,NA,10,10,ranking,Barren
