Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2014,3rd Qtr,Private,6,115111,Cotton Ginning,27,142,144,138,146,"1,891,827.00","1,020.00"
California - Statewide,California,2014,3rd Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",305,"7,818","7,412","8,003","8,041","64,494,427.00",635
California - Statewide,California,2014,3rd Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",644,"9,632","9,578","9,478","9,840","97,612,470.00",780
California - Statewide,California,2014,3rd Qtr,Private,5,11531,Support Activities for Forestry,143,"2,179","2,097","2,252","2,188","26,302,124.00",929
California - Statewide,California,2014,3rd Qtr,Private,4,1111,Oilseed and Grain Farming,724,"3,599","3,520","3,562","3,716","31,476,914.00",673
California - Statewide,California,2014,3rd Qtr,Private,6,111130,Dry Pea and Bean Farming,18,398,361,416,417,"3,466,992.00",670
California - Statewide,California,2014,3rd Qtr,Private,5,11114,Wheat Farming,62,426,420,436,424,"4,655,818.00",839
California - Statewide,California,2014,3rd Qtr,Private,6,111150,Corn Farming,72,383,371,365,414,"3,491,197.00",701
California - Statewide,California,2014,3rd Qtr,Private,6,111160,Rice Farming,502,"1,576","1,548","1,524","1,656","13,694,692.00",668
California - Statewide,California,2014,3rd Qtr,Private,6,111191,Oilseed and Grain Combination Farming,26,614,611,624,608,"4,331,594.00",542
California - Statewide,California,2014,3rd Qtr,Private,5,11131,Orange Groves,230,"2,699","2,645","2,791","2,662","19,679,716.00",561
California - Statewide,California,2014,3rd Qtr,Private,6,111332,Grape Vineyards,"1,746","28,621","26,824","28,565","30,474","214,795,379.00",577
California - Statewide,California,2014,3rd Qtr,Private,6,111335,Tree Nut Farming,"1,771","16,594","14,670","16,890","18,222","138,920,470.00",644
California - Statewide,California,2014,3rd Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,292,"4,788","4,786","4,735","4,843","36,560,846.00",587
California - Statewide,California,2014,3rd Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,062","15,451","15,952","16,351","14,051","99,562,252.00",496
California - Statewide,California,2014,3rd Qtr,Private,6,111411,Mushroom Production,35,"2,322","2,301","2,333","2,333","22,430,109.00",743
California - Statewide,California,2014,3rd Qtr,Private,6,111421,Nursery and Tree Production,489,"14,738","14,938","14,664","14,614","117,429,254.00",613
California - Statewide,California,2014,3rd Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,592,"6,761","6,661","6,746","6,877","60,761,091.00",691
California - Statewide,California,2014,3rd Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",711,"5,026","5,037","5,026","5,017","43,008,963.00",658
California - Statewide,California,2014,3rd Qtr,Private,6,112112,Cattle Feedlots,45,773,780,776,763,"8,239,421.00",820
California - Statewide,California,2014,3rd Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,207","17,903","17,840","17,934","17,935","151,295,854.00",650
California - Statewide,California,2014,3rd Qtr,Private,6,112210,Hog and Pig Farming,12,115,117,116,114,"970,389.00",645
California - Statewide,California,2014,3rd Qtr,Private,6,112310,Chicken Egg Production,74,"1,398","1,381","1,396","1,419","11,034,696.00",607
California - Statewide,California,2014,3rd Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,22,72,71,75,71,"470,626.00",500
California - Statewide,California,2014,3rd Qtr,Private,6,112340,Poultry Hatcheries,23,190,189,196,186,"1,472,432.00",595
California - Statewide,California,2014,3rd Qtr,Private,4,1124,Sheep and Goat Farming,89,436,447,430,431,"3,305,598.00",583
California - Statewide,California,2014,3rd Qtr,Private,5,11241,Sheep Farming,58,251,257,250,246,"1,547,531.00",474
California - Statewide,California,2014,3rd Qtr,Private,6,112410,Sheep Farming,58,251,257,250,246,"1,547,531.00",474
California - Statewide,California,2014,3rd Qtr,Private,5,11251,Animal Aquaculture,59,372,376,372,370,"3,257,428.00",672
California - Statewide,California,2014,3rd Qtr,Private,5,11291,Apiculture,133,"1,149","1,192","1,140","1,117","9,767,630.00",654
California - Statewide,California,2014,3rd Qtr,Private,6,112990,All Other Animal Production,102,840,825,839,857,"6,662,515.00",610
California - Statewide,California,2014,3rd Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,49,473,423,463,534,"4,458,785.00",725
California - Statewide,California,2014,3rd Qtr,Private,5,11331,Logging,235,"2,483","2,472","2,498","2,480","31,172,641.00",966
California - Statewide,California,2014,3rd Qtr,Private,4,1141,Fishing,194,480,498,476,466,"12,372,765.00","1,983.00"
California - Statewide,California,2014,3rd Qtr,Private,6,114112,Shellfish Fishing,61,154,154,157,153,"2,702,123.00","1,344.00"
California - Statewide,California,2014,3rd Qtr,Private,4,1142,Hunting and Trapping,15,40,34,45,42,"573,937.00","1,095.00"
California - Statewide,California,2014,3rd Qtr,Private,5,11421,Hunting and Trapping,15,40,34,45,42,"573,937.00","1,095.00"
California - Statewide,California,2014,3rd Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,876","241,833","241,518","244,062","239,921","1,607,061,239.00",511
California - Statewide,California,2014,3rd Qtr,Private,6,115114,Postharvest Crop Activities,555,"41,234","41,724","41,822","40,156","356,322,382.00",665
California - Statewide,California,2014,3rd Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,143","165,081","164,899","166,726","163,618","924,622,398.00",431
California - Statewide,California,2014,3rd Qtr,Private,5,11521,Support Activities for Animal Production,675,"2,776","2,807","2,781","2,741","22,009,915.00",610
California - Statewide,California,2014,3rd Qtr,Private,6,115210,Support Activities for Animal Production,675,"2,776","2,807","2,781","2,741","22,009,915.00",610
California - Statewide,California,2014,3rd Qtr,Private,4,1153,Support Activities for Forestry,143,"2,179","2,097","2,252","2,188","26,302,124.00",929
California - Statewide,California,2014,3rd Qtr,Private,6,115310,Support Activities for Forestry,143,"2,179","2,097","2,252","2,188","26,302,124.00",929
California - Statewide,California,2014,4th Qtr,Private,6,111140,Wheat Farming,63,406,433,396,390,"5,469,266.00","1,035.00"
California - Statewide,California,2014,4th Qtr,Private,5,11116,Rice Farming,501,"1,616","2,071","1,540","1,238","18,406,163.00",876
California - Statewide,California,2014,4th Qtr,Private,5,11119,Other Grain Farming,61,619,674,616,567,"5,674,975.00",705
California - Statewide,California,2014,4th Qtr,Private,6,111199,All Other Grain Farming,35,170,175,167,170,"1,943,150.00",876
California - Statewide,California,2014,4th Qtr,Private,4,1113,Fruit and Tree Nut Farming,"5,856","93,461","105,571","93,570","81,242","718,846,644.00",592
California - Statewide,California,2014,4th Qtr,Private,6,111419,Other Food Crops Grown Under Cover,104,"1,709","1,883","1,639","1,607","15,311,962.00",689
California - Statewide,California,2014,4th Qtr,Private,4,1119,Other Crop Farming,"1,256","12,022","12,839","12,091","11,136","124,748,039.00",798
California - Statewide,California,2014,4th Qtr,Private,3,112,Animal Production,"2,600","28,136","28,278","28,064","28,067","257,263,741.00",703
California - Statewide,California,2014,4th Qtr,Private,4,1122,Hog and Pig Farming,12,116,116,117,115,"988,701.00",656
California - Statewide,California,2014,4th Qtr,Private,6,112420,Goat Farming,32,185,187,183,187,"1,951,879.00",809
California - Statewide,California,2014,4th Qtr,Private,4,1125,Animal Aquaculture,57,359,354,358,365,"4,482,189.00",960
California - Statewide,California,2014,4th Qtr,Private,5,11299,All Other Animal Production,104,833,852,827,821,"7,906,780.00",730
California - Statewide,California,2014,4th Qtr,Private,3,113,Forestry and Logging,298,"2,619","2,957","2,659","2,241","29,978,817.00",881
California - Statewide,California,2014,4th Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,47,534,577,491,534,"4,733,013.00",682
California - Statewide,California,2014,4th Qtr,Private,4,1151,Support Activities for Crop Production,"3,051","186,032","215,891","182,702","159,505","1,269,532,474.00",525
California - Statewide,California,2014,4th Qtr,Private,6,115116,Farm Management Services,388,"10,245","12,415","9,276","9,045","99,977,713.00",751
California - Statewide,California,2014,4th Qtr,Private,4,1152,Support Activities for Animal Production,671,"2,677","2,711","2,698","2,622","24,022,904.00",690
California - Statewide,California,2014,4th Qtr,Private,3,111,Crop Production,"9,758","168,545","188,751","167,117","149,768","1,442,752,541.00",658
California - Statewide,California,2014,4th Qtr,Private,5,11113,Dry Pea and Bean Farming,18,423,453,420,397,"3,666,922.00",666
California - Statewide,California,2014,4th Qtr,Private,4,1112,Vegetable and Melon Farming,936,"31,706","36,845","31,073","27,201","324,403,120.00",787
California - Statewide,California,2014,4th Qtr,Private,6,111219,Other Vegetable and Melon Farming,878,"30,294","34,776","29,861","26,246","313,384,057.00",796
California - Statewide,California,2014,4th Qtr,Private,6,111310,Orange Groves,232,"2,378","2,057","2,809","2,268","22,580,915.00",730
California - Statewide,California,2014,4th Qtr,Private,5,11132,Citrus (except Orange) Groves,234,"2,726","3,156","2,642","2,381","25,146,789.00",710
California - Statewide,California,2014,4th Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,390","88,356","100,358","88,119","76,593","671,118,940.00",584
California - Statewide,California,2014,4th Qtr,Private,6,111331,Apple Orchards,88,722,949,668,550,"3,947,769.00",420
California - Statewide,California,2014,4th Qtr,Private,6,111334,Berry (except Strawberry) Farming,114,"8,622","10,398","8,910","6,560","57,539,097.00",513
California - Statewide,California,2014,4th Qtr,Private,5,11141,Food Crops Grown Under Cover,138,"4,114","4,283","4,056","4,005","39,570,869.00",740
California - Statewide,California,2014,4th Qtr,Private,6,111422,Floriculture Production,367,"8,155","8,149","8,198","8,118","66,874,428.00",631
California - Statewide,California,2014,4th Qtr,Private,5,11194,Hay Farming,376,"3,095","3,322","3,103","2,861","31,406,274.00",780
California - Statewide,California,2014,4th Qtr,Private,6,112111,Beef Cattle Ranching and Farming,659,"4,100","4,086","4,126","4,088","38,967,262.00",731
California - Statewide,California,2014,4th Qtr,Private,4,1123,Poultry and Egg Production,164,"2,393","2,391","2,384","2,405","21,083,218.00",678
California - Statewide,California,2014,4th Qtr,Private,5,11231,Chicken Egg Production,75,"1,390","1,393","1,369","1,409","12,602,890.00",697
California - Statewide,California,2014,4th Qtr,Private,5,11234,Poultry Hatcheries,24,181,185,180,178,"1,369,619.00",582
California - Statewide,California,2014,4th Qtr,Private,6,112390,Other Poultry Production,18,259,263,260,255,"2,454,202.00",728
California - Statewide,California,2014,4th Qtr,Private,5,11242,Goat Farming,32,185,187,183,187,"1,951,879.00",809
California - Statewide,California,2014,4th Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,39,223,219,223,227,"2,890,299.00",997
California - Statewide,California,2014,4th Qtr,Private,4,1129,Other Animal Production,368,"2,220","2,319","2,224","2,117","21,785,849.00",755
California - Statewide,California,2014,4th Qtr,Private,4,1131,Timber Tract Operations,14,18,19,19,17,"139,813.00",587
California - Statewide,California,2014,4th Qtr,Private,5,11311,Timber Tract Operations,14,18,19,19,17,"139,813.00",587
California - Statewide,California,2014,4th Qtr,Private,6,113110,Timber Tract Operations,14,18,19,19,17,"139,813.00",587
California - Statewide,California,2014,4th Qtr,Private,6,113310,Logging,237,"2,066","2,361","2,149","1,690","25,105,991.00",934
California - Statewide,California,2014,4th Qtr,Private,5,11411,Fishing,192,488,453,496,516,"11,221,552.00","1,768.00"
California - Statewide,California,2014,4th Qtr,Private,6,114111,Finfish Fishing,133,322,296,343,329,"7,653,131.00","1,824.00"
California - Statewide,California,2014,4th Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",641,"8,780","9,567","8,503","8,271","90,701,665.00",795
California - Statewide,California,2014,4th Qtr,Private,5,11531,Support Activities for Forestry,145,"1,857","1,915","1,893","1,763","22,893,589.00",948
California - Statewide,California,2014,4th Qtr,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","16,730","390,400","441,000","385,670","344,532","3,058,283,310.00",603
California - Statewide,California,2014,4th Qtr,Private,5,11115,Corn Farming,71,320,369,336,256,"3,238,071.00",778
California - Statewide,California,2014,4th Qtr,Private,5,11121,Vegetable and Melon Farming,936,"31,706","36,845","31,073","27,201","324,403,120.00",787
California - Statewide,California,2014,4th Qtr,Private,6,111211,Potato Farming,58,"1,412","2,069","1,212",955,"11,019,063.00",600
California - Statewide,California,2014,4th Qtr,Private,6,111320,Citrus (except Orange) Groves,234,"2,726","3,156","2,642","2,381","25,146,789.00",710
California - Statewide,California,2014,4th Qtr,Private,6,111333,Strawberry Farming,329,"24,010","28,123","25,888","18,021","155,742,143.00",499
California - Statewide,California,2014,4th Qtr,Private,4,1114,Greenhouse and Nursery Production,987,"27,940","29,463","27,046","27,311","237,964,738.00",655
California - Statewide,California,2014,4th Qtr,Private,5,11142,Nursery and Floriculture Production,849,"23,825","25,180","22,990","23,306","198,393,869.00",641
California - Statewide,California,2014,4th Qtr,Private,6,111940,Hay Farming,376,"3,095","3,322","3,103","2,861","31,406,274.00",780
California - Statewide,California,2014,4th Qtr,Private,5,11199,All Other Crop Farming,606,"6,127","6,503","6,110","5,770","60,306,406.00",757
California - Statewide,California,2014,4th Qtr,Private,4,1121,Cattle Ranching and Farming,"1,908","22,577","22,625","22,519","22,588","205,105,858.00",699
California - Statewide,California,2014,4th Qtr,Private,6,112120,Dairy Cattle and Milk Production,"1,205","17,715","17,778","17,632","17,736","157,904,127.00",686
California - Statewide,California,2014,4th Qtr,Private,5,11221,Hog and Pig Farming,12,116,116,117,115,"988,701.00",656
California - Statewide,California,2014,4th Qtr,Private,6,112320,Broiler and Meat Type Chicken Production,22,69,70,70,68,"531,174.00",589
California - Statewide,California,2014,4th Qtr,Private,5,11233,Turkey Production,25,493,480,505,495,"4,125,333.00",643
California - Statewide,California,2014,4th Qtr,Private,6,112330,Turkey Production,25,493,480,505,495,"4,125,333.00",643
California - Statewide,California,2014,4th Qtr,Private,5,11239,Other Poultry Production,18,259,263,260,255,"2,454,202.00",728
California - Statewide,California,2014,4th Qtr,Private,6,112910,Apiculture,133,965,"1,046",990,861,"9,794,404.00",780
California - Statewide,California,2014,4th Qtr,Private,6,113210,Forest Nursery/Gathering Forest Products,47,534,577,491,534,"4,733,013.00",682
California - Statewide,California,2014,4th Qtr,Private,4,1133,Logging,237,"2,066","2,361","2,149","1,690","25,105,991.00",934
California - Statewide,California,2014,4th Qtr,Private,3,114,"Fishing, Hunting and Trapping",207,533,497,537,566,"11,839,244.00","1,708.00"
California - Statewide,California,2014,4th Qtr,Private,6,114210,Hunting and Trapping,15,45,44,41,50,"617,692.00","1,056.00"
California - Statewide,California,2014,4th Qtr,Private,5,11511,Support Activities for Crop Production,"3,051","186,032","215,891","182,702","159,505","1,269,532,474.00",525
California - Statewide,California,2014,4th Qtr,Private,6,115111,Cotton Ginning,27,487,421,586,456,"5,614,217.00",886
California - Statewide,California,2014,4th Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",306,"6,720","7,570","6,738","5,852","56,510,914.00",647
California - Statewide,California,2014,4th Qtr,Private,4,1111,Oilseed and Grain Farming,723,"3,416","4,033","3,337","2,878","36,790,000.00",828
California - Statewide,California,2014,4th Qtr,Private,6,111130,Dry Pea and Bean Farming,18,423,453,420,397,"3,666,922.00",666
California - Statewide,California,2014,4th Qtr,Private,5,11114,Wheat Farming,63,406,433,396,390,"5,469,266.00","1,035.00"
California - Statewide,California,2014,4th Qtr,Private,6,111150,Corn Farming,71,320,369,336,256,"3,238,071.00",778
California - Statewide,California,2014,4th Qtr,Private,6,111160,Rice Farming,501,"1,616","2,071","1,540","1,238","18,406,163.00",876
California - Statewide,California,2014,4th Qtr,Private,6,111191,Oilseed and Grain Combination Farming,26,448,499,449,397,"3,731,825.00",640
California - Statewide,California,2014,4th Qtr,Private,5,11131,Orange Groves,232,"2,378","2,057","2,809","2,268","22,580,915.00",730
California - Statewide,California,2014,4th Qtr,Private,6,111332,Grape Vineyards,"1,731","23,022","26,050","21,666","21,350","183,906,636.00",614
California - Statewide,California,2014,4th Qtr,Private,6,111335,Tree Nut Farming,"1,776","16,370","18,130","15,879","15,103","157,341,450.00",739
California - Statewide,California,2014,4th Qtr,Private,6,111336,Fruit and Tree Nut Combination Farming,291,"3,772","4,209","3,434","3,674","30,794,937.00",628
California - Statewide,California,2014,4th Qtr,Private,6,111339,Other Noncitrus Fruit Farming,"1,061","11,836","12,499","11,674","11,335","81,846,908.00",532
California - Statewide,California,2014,4th Qtr,Private,6,111411,Mushroom Production,34,"2,405","2,400","2,417","2,398","24,258,907.00",776
California - Statewide,California,2014,4th Qtr,Private,6,111421,Nursery and Tree Production,482,"15,670","17,031","14,792","15,188","131,519,441.00",646
California - Statewide,California,2014,4th Qtr,Private,6,111998,All Other Miscellaneous Crop Farming,597,"6,042","6,406","6,033","5,689","59,437,058.00",757
California - Statewide,California,2014,4th Qtr,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",703,"4,862","4,847","4,887","4,852","47,201,731.00",747
California - Statewide,California,2014,4th Qtr,Private,6,112112,Cattle Feedlots,44,762,761,761,764,"8,234,469.00",831
California - Statewide,California,2014,4th Qtr,Private,5,11212,Dairy Cattle and Milk Production,"1,205","17,715","17,778","17,632","17,736","157,904,127.00",686
California - Statewide,California,2014,4th Qtr,Private,6,112210,Hog and Pig Farming,12,116,116,117,115,"988,701.00",656
California - Statewide,California,2014,4th Qtr,Private,6,112310,Chicken Egg Production,75,"1,390","1,393","1,369","1,409","12,602,890.00",697
California - Statewide,California,2014,4th Qtr,Private,5,11232,Broiler and Meat Type Chicken Production,22,69,70,70,68,"531,174.00",589
California - Statewide,California,2014,4th Qtr,Private,6,112340,Poultry Hatcheries,24,181,185,180,178,"1,369,619.00",582
California - Statewide,California,2014,4th Qtr,Private,4,1124,Sheep and Goat Farming,91,470,473,462,477,"3,817,926.00",624
California - Statewide,California,2014,4th Qtr,Private,5,11241,Sheep Farming,59,285,286,279,290,"1,866,047.00",504
California - Statewide,California,2014,4th Qtr,Private,6,112410,Sheep Farming,59,285,286,279,290,"1,866,047.00",504
California - Statewide,California,2014,4th Qtr,Private,5,11251,Animal Aquaculture,57,359,354,358,365,"4,482,189.00",960
California - Statewide,California,2014,4th Qtr,Private,5,11291,Apiculture,133,965,"1,046",990,861,"9,794,404.00",780
California - Statewide,California,2014,4th Qtr,Private,6,112990,All Other Animal Production,104,833,852,827,821,"7,906,780.00",730
California - Statewide,California,2014,4th Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,47,534,577,491,534,"4,733,013.00",682
California - Statewide,California,2014,4th Qtr,Private,5,11331,Logging,237,"2,066","2,361","2,149","1,690","25,105,991.00",934
California - Statewide,California,2014,4th Qtr,Private,4,1141,Fishing,192,488,453,496,516,"11,221,552.00","1,768.00"
California - Statewide,California,2014,4th Qtr,Private,6,114112,Shellfish Fishing,59,165,157,153,187,"3,568,421.00","1,657.00"
California - Statewide,California,2014,4th Qtr,Private,4,1142,Hunting and Trapping,15,45,44,41,50,"617,692.00","1,056.00"
California - Statewide,California,2014,4th Qtr,Private,5,11421,Hunting and Trapping,15,45,44,41,50,"617,692.00","1,056.00"
California - Statewide,California,2014,4th Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,867","190,566","220,517","187,293","163,890","1,316,448,967.00",531
California - Statewide,California,2014,4th Qtr,Private,6,115114,Postharvest Crop Activities,553,"34,786","38,471","34,947","30,941","340,102,936.00",752
California - Statewide,California,2014,4th Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,136","125,013","147,447","122,652","104,940","676,625,029.00",416
California - Statewide,California,2014,4th Qtr,Private,5,11521,Support Activities for Animal Production,671,"2,677","2,711","2,698","2,622","24,022,904.00",690
California - Statewide,California,2014,4th Qtr,Private,6,115210,Support Activities for Animal Production,671,"2,677","2,711","2,698","2,622","24,022,904.00",690
California - Statewide,California,2014,4th Qtr,Private,4,1153,Support Activities for Forestry,145,"1,857","1,915","1,893","1,763","22,893,589.00",948
California - Statewide,California,2014,4th Qtr,Private,6,115310,Support Activities for Forestry,145,"1,857","1,915","1,893","1,763","22,893,589.00",948
California - Statewide,California,2014,4th Qtr,Local Government,5,11531,Support Activities for Forestry,3,20,22,19,20,"423,921.00","1,604.00"
California - Statewide,California,2014,4th Qtr,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",8,68,63,73,68,"938,961.00","1,062.00"
California - Statewide,California,2014,4th Qtr,Local Government,4,1153,Support Activities for Forestry,3,20,22,19,20,"423,921.00","1,604.00"
California - Statewide,California,2014,4th Qtr,Local Government,6,115310,Support Activities for Forestry,3,20,22,19,20,"423,921.00","1,604.00"
California - Statewide,California,2014,Annual,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",8,77,0,0,0,"3,600,838.00",905
California - Statewide,California,2014,Annual,Local Government,5,11511,Support Activities for Crop Production,4,51,0,0,0,"2,019,816.00",759
California - Statewide,California,2014,Annual,Local Government,6,115112,"Soil Preparation, Planting, Cultivating",4,51,0,0,0,"2,019,816.00",759
California - Statewide,California,2014,Annual,Local Government,4,1151,Support Activities for Crop Production,4,51,0,0,0,"2,019,816.00",759
California - Statewide,California,2014,Annual,Private,4,1112,Vegetable and Melon Farming,923,"33,377",0,0,0,"1,191,298,564.00",686
California - Statewide,California,2014,Annual,Private,6,111219,Other Vegetable and Melon Farming,864,"32,043",0,0,0,"1,150,053,409.00",690
California - Statewide,California,2014,Annual,Private,6,111310,Orange Groves,230,"2,676",0,0,0,"79,397,424.00",571
California - Statewide,California,2014,Annual,Private,5,11132,Citrus (except Orange) Groves,234,"2,914",0,0,0,"92,042,810.00",607
California - Statewide,California,2014,Annual,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,344","93,200",0,0,0,"2,679,413,747.00",553
California - Statewide,California,2014,Annual,Private,6,111331,Apple Orchards,88,598,0,0,0,"13,027,948.00",419
California - Statewide,California,2014,Annual,Private,6,111334,Berry (except Strawberry) Farming,114,"9,719",0,0,0,"265,284,402.00",525
California - Statewide,California,2014,Annual,Private,5,11141,Food Crops Grown Under Cover,136,"4,150",0,0,0,"149,187,163.00",691
California - Statewide,California,2014,Annual,Private,6,111422,Floriculture Production,374,"8,259",0,0,0,"258,280,646.00",601
California - Statewide,California,2014,Annual,Private,5,11194,Hay Farming,371,"3,084",0,0,0,"113,577,490.00",708
California - Statewide,California,2014,Annual,Private,6,112111,Beef Cattle Ranching and Farming,655,"4,113",0,0,0,"140,508,220.00",657
California - Statewide,California,2014,Annual,Private,4,1123,Poultry and Egg Production,163,"2,369",0,0,0,"77,274,325.00",627
California - Statewide,California,2014,Annual,Private,5,11231,Chicken Egg Production,74,"1,374",0,0,0,"44,497,560.00",623
California - Statewide,California,2014,Annual,Private,5,11234,Poultry Hatcheries,23,195,0,0,0,"5,768,283.00",570
California - Statewide,California,2014,Annual,Private,6,112390,Other Poultry Production,18,265,0,0,0,"8,006,109.00",582
California - Statewide,California,2014,Annual,Private,5,11242,Goat Farming,32,185,0,0,0,"6,912,712.00",718
California - Statewide,California,2014,Annual,Private,6,112511,Finfish Farming and Fish Hatcheries,40,221,0,0,0,"8,662,779.00",752
California - Statewide,California,2014,Annual,Private,6,112512,Shellfish Farming,14,121,0,0,0,"4,637,101.00",738
California - Statewide,California,2014,Annual,Private,4,1129,Other Animal Production,362,"2,304",0,0,0,"79,194,473.00",661
California - Statewide,California,2014,Annual,Private,5,11293,Fur-Bearing Animal and Rabbit Production,4,11,0,0,0,"280,166.00",505
California - Statewide,California,2014,Annual,Private,6,112930,Fur-Bearing Animal and Rabbit Production,4,11,0,0,0,"280,166.00",505
California - Statewide,California,2014,Annual,Private,4,1131,Timber Tract Operations,14,18,0,0,0,"480,260.00",523
California - Statewide,California,2014,Annual,Private,5,11311,Timber Tract Operations,14,18,0,0,0,"480,260.00",523
California - Statewide,California,2014,Annual,Private,6,113110,Timber Tract Operations,14,18,0,0,0,"480,260.00",523
California - Statewide,California,2014,Annual,Private,6,113310,Logging,234,"1,981",0,0,0,"91,972,311.00",893
California - Statewide,California,2014,Annual,Private,5,11411,Fishing,193,482,0,0,0,"38,832,772.00","1,551.00"
California - Statewide,California,2014,Annual,Private,6,114111,Finfish Fishing,133,312,0,0,0,"26,774,104.00","1,653.00"
California - Statewide,California,2014,Annual,Private,6,115112,"Soil Preparation, Planting, Cultivating",641,"9,153",0,0,0,"343,341,332.00",721
California - Statewide,California,2014,Annual,Private,5,11531,Support Activities for Forestry,139,"1,821",0,0,0,"86,728,242.00",916
California - Statewide,California,2014,Annual,Private,6,111140,Wheat Farming,62,399,0,0,0,"16,790,479.00",809
California - Statewide,California,2014,Annual,Private,5,11116,Rice Farming,498,"1,476",0,0,0,"55,805,791.00",727
California - Statewide,California,2014,Annual,Private,5,11119,Other Grain Farming,61,747,0,0,0,"23,207,668.00",597
California - Statewide,California,2014,Annual,Private,6,111199,All Other Grain Farming,35,166,0,0,0,"6,046,770.00",701
California - Statewide,California,2014,Annual,Private,4,1113,Fruit and Tree Nut Farming,"5,808","98,791",0,0,0,"2,850,853,981.00",555
California - Statewide,California,2014,Annual,Private,6,111419,Other Food Crops Grown Under Cover,102,"1,843",0,0,0,"59,801,942.00",624
California - Statewide,California,2014,Annual,Private,4,1119,Other Crop Farming,"1,247","12,061",0,0,0,"433,324,799.00",691
California - Statewide,California,2014,Annual,Private,3,112,Animal Production,"2,585","28,140",0,0,0,"950,215,126.00",649
California - Statewide,California,2014,Annual,Private,4,1122,Hog and Pig Farming,12,112,0,0,0,"3,631,055.00",626
California - Statewide,California,2014,Annual,Private,6,112420,Goat Farming,32,185,0,0,0,"6,912,712.00",718
California - Statewide,California,2014,Annual,Private,4,1125,Animal Aquaculture,57,363,0,0,0,"13,932,612.00",739
California - Statewide,California,2014,Annual,Private,5,11299,All Other Animal Production,100,815,0,0,0,"28,299,534.00",668
California - Statewide,California,2014,Annual,Private,3,113,Forestry and Logging,295,"2,520",0,0,0,"109,619,767.00",837
California - Statewide,California,2014,Annual,Private,4,1132,Forest Nursery/Gathering Forest Products,47,521,0,0,0,"17,167,196.00",633
California - Statewide,California,2014,Annual,Private,4,1151,Support Activities for Crop Production,"3,034","204,599",0,0,0,"5,186,005,813.00",487
California - Statewide,California,2014,Annual,Private,6,115116,Farm Management Services,385,"11,927",0,0,0,"405,268,580.00",653
California - Statewide,California,2014,Annual,Private,2,11,"Agriculture, Forestry, Fishing & Hunting","16,610","415,444",0,0,0,"11,944,320,823.00",553
California - Statewide,California,2014,Annual,Private,5,11115,Corn Farming,71,331,0,0,0,"12,304,487.00",716
California - Statewide,California,2014,Annual,Private,6,112519,Other Animal Aquaculture,4,20,0,0,0,"632,732.00",598
California - Statewide,California,2014,Annual,Private,6,112910,Apiculture,131,"1,055",0,0,0,"36,265,639.00",661
California - Statewide,California,2014,Annual,Private,6,113210,Forest Nursery/Gathering Forest Products,47,521,0,0,0,"17,167,196.00",633
California - Statewide,California,2014,Annual,Private,4,1133,Logging,234,"1,981",0,0,0,"91,972,311.00",893
California - Statewide,California,2014,Annual,Private,3,114,"Fishing, Hunting and Trapping",208,526,0,0,0,"40,731,545.00","1,488.00"
California - Statewide,California,2014,Annual,Private,6,114210,Hunting and Trapping,15,45,0,0,0,"1,898,773.00",814
California - Statewide,California,2014,Annual,Private,5,11511,Support Activities for Crop Production,"3,034","204,599",0,0,0,"5,186,005,813.00",487
California - Statewide,California,2014,Annual,Private,6,115111,Cotton Ginning,27,261,0,0,0,"11,786,789.00",868
California - Statewide,California,2014,Annual,Private,6,115113,"Crop Harvesting, Primarily by Machine",303,"6,657",0,0,0,"215,944,151.00",624
California - Statewide,California,2014,Annual,Private,6,112410,Sheep Farming,59,280,0,0,0,"6,759,579.00",464
California - Statewide,California,2014,Annual,Private,5,11251,Animal Aquaculture,57,363,0,0,0,"13,932,612.00",739
